Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	tree_length
0	-2397.646	-2581.353	183.7068	0.113226	0.321229	0.0557082	0.099714	0.0764475	0.0369118	0.0575961	0.0377402	0.113198	0.0285495	0.0917058	0.166217	0.25373	0.0715408	0.139182	0.0228656	0.0212914	0.06079	0.0289252	0.13954	0.128143	0.00669739	0.120043	0.0125398	0.0298849	0.0986757	0.0170288	0.101589	0.00986197	0.0546606	0.0815761	0.0856889	0.369105	0.0080052	0.0821173	0.059067	0.34401	0.112816	0.0067043	0.0696585	0.0504769	0.0321065	0.0515859	0.0498936	0.0347582	0.101974	0.049202	0.0940925	0.0275597	0.120352	0.12173	0.044818	0.0362668	0.12839	0.289555	0.104999	0.0452778	0.0694074	0.105481	0.115635	0.104388	0.030221	0.0183707	0.0773476	0.0655128	0.0220217	0.0167125	0.067444	0.0615379	0.0102113	0.0435221	0.0561716	0.0313926	0.0310557	0.00747094	0.0313005	0.0468738	0.0192203	0.0709835	0.0765174	0.0611055	0.00734537	0.0135418	0.0314596	0.102005	0.048395	0.00729829	0.000669226	0.00275196	0.0153883	0.0501174	0.0654292	0.16267	0.00429073	0.141851	0.0147559	0.0286476	0.0138002	0.0222608	0.0976528	0.0323929	0.00608281	0.189236	0.00708131	0.00932886	0.271716	0.102317	0.192479	0.447704	0.778244	1.28494	2.23362	5.19538	1.191452	0.0145061	0.0411546	0.00713713	0.012775	0.00979416	0.004729	0.007379	0.00483513	0.0145025	0.00365766	0.011749	0.0212951	0.0325069	0.00916554	0.0178315	0.00292946	0.00272778	0.00778819	0.00370578	0.0178774	0.0164172	0.000858044	0.0153795	0.00160655	0.00382874	0.012642	0.00218167	0.0130152	0.00126348	0.00700291	0.0104512	0.0109781	0.0472884	0.0010256	0.0105206	0.00756745	0.0440733	0.0144535	0.00085893	0.00892439	0.00646691	0.00411337	0.006609	0.00639218	0.0044531	0.0130645	0.00630358	0.0120548	0.00353085	0.0154191	0.0155956	0.00574191	0.00464636	0.0164488	0.0370968	0.0134521	0.00580083	0.00889222	0.0135139	0.0148147	0.0133738	0.0038718	0.00235358	0.00990949	0.00839325	0.00282133	0.00214114	0.00864067	0.00788401	0.00130823	0.00557589	0.0071965	0.0040219	0.00397874	0.000957148	0.00401011	0.00600529	0.00246243	0.00909414	0.00980313	0.00782861	0.000941061	0.00173493	0.00403049	0.0130685	0.00620019	0.000935029	8.57387e-05	0.000352571	0.00197149	0.00642086	0.00838255	0.0208407	0.000549713	0.0181734	0.00189048	0.00367023	0.00176803	0.00285197	0.0125109	0.00415006	0.000779307	0.0242442	0.000907231	0.00119518	0.0348113	0.0131085	7.805411
36	-2403.05	-2586.848	183.7983	0.0311968	0.354494	0.074952	0.0901091	0.048038	0.0136075	0.247472	0.0452279	0.0888109	0.194794	0.0942609	0.148845	0.158111	0.035545	0.15602	0.0885592	0.0847493	0.0106389	0.0186822	0.10952	0.230245	0.00389274	0.094896	0.0229487	0.0483842	0.118653	0.0410824	0.0593203	0.104829	0.0257957	0.0679276	0.0843593	0.125839	0.0388006	0.130518	0.136185	0.16884	0.123715	0.00754476	0.150284	0.106234	0.0344908	0.0427354	0.028635	0.0519004	0.0404089	0.0234017	0.18759	0.047743	0.197929	0.190152	0.136341	0.0318914	0.112418	0.0970385	0.0250978	0.0985238	0.0420953	0.0262864	0.0874771	0.0183019	0.157843	0.0195603	0.0133416	0.0146881	0.0186137	0.088159	0.00852052	0.145134	0.0175985	0.0213813	0.0560185	0.0282576	0.0148223	0.0362482	0.0315182	0.0224751	0.0103762	0.00888798	0.0205684	0.00307251	0.0380692	0.144281	0.0414703	0.0305578	0.0268755	0.0264941	0.0181054	0.0615267	0.0768615	0.0835043	0.0635591	0.109683	0.0092415	0.0105809	0.0431	0.082746	0.0740208	0.0735456	0.0472386	0.109047	0.0365212	0.0659169	0.0244571	0.0205276	0.118488	0.0545064	0.18084	0.43429	0.770893	1.2972	2.30261	5.52976	1.236553	0.00403456	0.0458453	0.00969325	0.0116535	0.00621256	0.0017598	0.0320045	0.00584914	0.0114856	0.0251919	0.0121904	0.0192496	0.0204478	0.00459689	0.0201774	0.011453	0.0109603	0.00137588	0.0024161	0.0141638	0.0297767	0.000503433	0.0122725	0.00296787	0.00625734	0.015345	0.00531302	0.00767165	0.0135571	0.00333606	0.00878481	0.0109098	0.0162743	0.00501792	0.0168793	0.0176123	0.0218354	0.0159995	0.000975733	0.0194357	0.0137388	0.00446055	0.0055268	0.00370325	0.00671208	0.00522591	0.00302645	0.0242602	0.00617441	0.0255974	0.0245916	0.0176325	0.00412439	0.0145385	0.0125496	0.0032458	0.0127417	0.00544402	0.00339951	0.0113131	0.00236692	0.0204132	0.00252966	0.00172542	0.00189956	0.00240724	0.0114012	0.00110192	0.0187697	0.00227595	0.00276515	0.00724465	0.00365445	0.00191691	0.00468783	0.00407612	0.00290662	0.00134191	0.00114945	0.00266002	0.000397356	0.00492333	0.0186593	0.00536319	0.00395191	0.0034757	0.00342638	0.0023415	0.00795701	0.00994019	0.0107993	0.00821985	0.0141849	0.00119517	0.00136839	0.00557395	0.0107012	0.00957281	0.00951136	0.00610918	0.0141026	0.00472315	0.00852476	0.00316294	0.00265476	0.0153236	0.0070491	7.732398
72	-2410.33	-2595.972	185.6417	0.00831873	0.195831	0.00579837	0.0909286	0.0194264	0.0516251	0.0980866	0.0887627	0.0437987	0.133096	0.0186984	0.0721629	0.255191	0.0948945	0.0384176	0.0112096	0.0543929	0.00925491	0.0121883	0.0329191	0.0827926	0.0276557	0.0196128	0.0408056	0.0396066	0.0577565	0.04147	0.043619	0.0927822	0.0621664	0.070557	0.012777	0.23464	0.137581	0.183601	0.0669867	0.297432	0.0891275	0.0676361	0.117557	0.0322551	0.0202176	0.16903	0.0163172	0.0868102	0.108977	0.00872267	0.0707053	0.0487639	0.118181	0.127858	0.135742	0.0314018	0.0412024	0.179306	0.0440192	0.0945424	0.0124122	0.000779218	0.0932033	0.117321	0.0498083	0.114047	0.0289168	0.0113332	0.057456	0.0110202	0.0503912	0.0113752	0.022144	0.0728321	0.0345832	0.041994	0.0077085	0.012358	0.0283771	0.0514105	0.0298448	0.0449319	0.0222523	0.0905581	0.0270053	0.00113557	0.0423379	0.0497231	0.121187	0.0134643	0.0195025	0.0159187	0.00335105	0.00542904	0.00114411	0.128578	0.0269917	0.0065394	0.0108177	0.0223692	0.0443124	0.0360911	0.0493231	0.0398843	0.00277237	0.275796	0.0380931	0.00393524	0.0888631	0.0891688	0.137806	0.380382	0.739667	1.35196	2.62894	7.25656	1.433054	0.00125357	0.0295104	0.000873773	0.0137023	0.00292742	0.00777954	0.014781	0.0133759	0.00660016	0.0200567	0.00281772	0.0108744	0.0384555	0.0142999	0.00578926	0.00168921	0.00819663	0.00139465	0.00183668	0.00496067	0.0124763	0.00416753	0.00295551	0.00614911	0.00596843	0.0087035	0.00624924	0.00657308	0.0139816	0.00936804	0.0106324	0.0019254	0.0353586	0.0207326	0.0276674	0.0100944	0.044821	0.0134309	0.0101923	0.017715	0.00486061	0.00304665	0.0254716	0.00245889	0.0130817	0.016422	0.00131444	0.0106548	0.00734838	0.0178091	0.0192674	0.0204553	0.00473202	0.0062089	0.0270202	0.00663338	0.0142469	0.00187043	0.000117423	0.0140451	0.0176795	0.00750576	0.0171861	0.00435756	0.00170783	0.00865822	0.00166066	0.00759359	0.00171416	0.00333694	0.0109753	0.00521144	0.0063282	0.00116162	0.00186226	0.00427622	0.0077472	0.0044974	0.00677093	0.00335327	0.0136465	0.0040695	0.000171123	0.00638002	0.00749293	0.0182621	0.00202897	0.00293889	0.00239884	0.00050498	0.000818118	0.000172409	0.0193758	0.00406746	0.000985441	0.00163015	0.00337088	0.00667756	0.00543868	0.00743265	0.00601028	0.000417777	0.0415605	0.00574037	0.000593012	0.013391	0.0134371	6.636011
108	-2394.926	-2582.454	187.5278	0.0726661	0.222597	0.0416849	0.0251861	0.0205729	0.037072	0.0933373	0.0277495	0.0327398	0.0554846	0.0136138	0.0410744	0.0897978	0.0203706	0.0672597	0.0301178	0.0239909	0.000923746	0.0389279	0.0577179	0.160578	0.0206728	0.0342947	0.0423871	0.0220724	0.106856	0.0314513	0.029909	0.0482789	0.0127207	0.0172715	0.0237536	0.237657	0.0285272	0.133099	0.092969	0.396229	0.134328	0.0386677	0.0830229	0.0898945	0.00770388	0.0595807	0.0175361	0.0841277	0.122486	0.0173149	0.0394619	0.0239116	0.0696487	0.129975	0.149287	0.0380171	0.114488	0.107727	0.0213328	0.0241686	0.0229083	0.000616448	0.0389861	0.0532081	0.0113326	0.0153795	0.00741236	0.021528	0.0124822	0.00926073	0.00505231	0.00391193	0.0194141	0.144541	0.00644614	0.0734449	0.0348787	0.0170199	0.025228	0.0288998	0.0039773	0.047753	0.0695382	0.0229015	0.00780908	0.012559	0.0345638	0.00189297	0.0874638	0.0309756	0.011503	0.0053579	0.0350264	0.00156034	0.00991642	0.0976786	0.00133527	0.000261385	0.0102831	0.0525381	0.100482	0.0164368	0.0323472	0.0245189	0.0140597	0.0389634	0.0545196	0.0253984	0.114463	0.0173613	0.0736575	0.280246	0.672423	1.48716	3.5683	13.5764	1.886002	0.0135579	0.0415317	0.00777749	0.00469917	0.00383846	0.00691681	0.0174147	0.00517745	0.00610852	0.0103522	0.00254004	0.00766358	0.0167543	0.0038007	0.0125492	0.00561931	0.00447618	0.000172351	0.0072631	0.0107689	0.0299603	0.0038571	0.00639864	0.00790851	0.00411823	0.0199369	0.00586812	0.00558037	0.00900778	0.00237341	0.00322248	0.00443189	0.0443415	0.00532255	0.0248333	0.017346	0.0739277	0.0250626	0.00721455	0.0154902	0.0167723	0.00143737	0.0111165	0.00327185	0.0156964	0.0228532	0.00323058	0.00736272	0.00446138	0.0129949	0.0242504	0.0278536	0.00709316	0.021361	0.0200995	0.00398023	0.00450933	0.00427419	0.000115016	0.00727395	0.00992746	0.00211442	0.00286948	0.00138298	0.00401665	0.0023289	0.00172785	0.000942649	0.00072988	0.00362225	0.0269682	0.00120271	0.0137032	0.0065076	0.00317554	0.00470699	0.00539206	0.000742077	0.00890966	0.0129743	0.00427291	0.001457	0.00234324	0.00644885	0.000353186	0.0163188	0.00577936	0.00214621	0.000999666	0.00653516	0.000291125	0.00185019	0.0182247	0.000249132	4.87687e-05	0.0019186	0.00980245	0.0187478	0.00306675	0.00603527	0.00457469	0.00262324	0.00726972	0.0101722	0.00473878	0.0213563	0.00323923	5.359688
144	-2407.29	-2595.123	187.8335	0.0547948	0.157928	0.0420775	0.0614603	0.016127	0.0468599	0.0412992	0.0208977	0.056135	0.0573615	0.0102473	0.0940754	0.0804843	0.0489057	0.0288393	0.0269515	0.0714596	0.0112144	0.0717921	0.0919395	0.163775	0.00997003	0.0531283	0.0309925	0.0706825	0.11457	0.0171706	0.0252123	0.0934352	0.0324178	0.091443	0.0484689	0.17012	0.0281862	0.182244	0.0375983	0.103754	0.0861496	0.0347368	0.0984831	0.135771	0.0179811	0.0241394	0.00636209	0.0784188	0.120675	0.00734347	0.157859	0.0258969	0.0667707	0.0807852	0.0536291	0.0375627	0.0441499	0.106903	0.00482048	0.0319669	0.0363295	0.00376795	0.0265176	0.0328803	0.0290388	0.0175872	0.0685277	0.0297372	0.0206024	0.0192829	0.0153272	0.0272746	0.018763	0.2063	0.0481123	0.0789401	0.0390938	0.00474418	0.0130331	0.00948789	0.0252096	0.0327674	0.0291831	0.0142766	0.00246201	0.00301984	0.0274354	0.0119355	0.197752	0.0104131	0.0848897	0.0249204	0.0313906	0.00351764	0.0145796	0.139419	0.0261601	0.00437624	0.024985	0.0326796	0.0505465	0.0203722	0.0604291	0.00740608	0.0270273	0.113076	0.00413849	0.0507332	0.0998198	0.0140831	0.167652	0.418545	0.762062	1.31223	2.38923	5.96474	1.291304	0.0099288	0.0286165	0.00762443	0.0111366	0.0029222	0.008491	0.00748341	0.00378665	0.0101716	0.0103939	0.00185681	0.0170464	0.0145837	0.0088617	0.00522568	0.0048836	0.0129484	0.00203205	0.0130087	0.0166594	0.0296759	0.00180656	0.00962683	0.00561584	0.0128076	0.02076	0.0031113	0.00456845	0.0169304	0.00587409	0.0165694	0.00878255	0.0308257	0.00510733	0.0330226	0.0068128	0.0188002	0.0156103	0.00629429	0.0178451	0.0246016	0.00325816	0.00437405	0.00115281	0.0142095	0.0218663	0.00133063	0.0286041	0.00469251	0.0120988	0.0146382	0.00971758	0.00680635	0.00799994	0.0193708	0.000873468	0.00579239	0.00658289	0.000682751	0.00480497	0.00595789	0.00526181	0.00318679	0.0124172	0.00538838	0.00373315	0.00349406	0.00277728	0.00494215	0.00339986	0.0373815	0.00871793	0.0143039	0.00708378	0.000859644	0.00236159	0.0017192	0.00456797	0.00593743	0.00528796	0.00258691	0.000446116	0.000547195	0.00497129	0.00216271	0.0358326	0.00188685	0.015382	0.00451557	0.00568797	0.000637395	0.00264182	0.0252627	0.0047402	0.000792974	0.00452727	0.00592153	0.009159	0.00369143	0.0109497	0.00134198	0.00489733	0.0204894	0.000749892	0.00919283	0.0180873	0.00255185	5.518776
180	-2398.291	-2588.49	190.1993	0.0667121	0.153801	0.0119247	0.0452126	0.0167047	0.0466684	0.0653644	0.0443593	0.0150631	0.068692	0.0156951	0.0604128	0.0823555	0.0315805	0.0414211	0.00788869	0.0415638	0.0226098	0.0548629	0.0368319	0.176136	0.00386295	0.00767246	0.0233797	0.00510519	0.0515344	0.0113636	0.0482095	0.0408848	0.00760622	0.0715528	0.0166887	0.0916656	0.00573756	0.0590278	0.0749125	0.134034	0.0515235	0.0428466	0.0396889	0.0340135	0.00818489	0.0189561	0.0110707	0.0085269	0.0399773	0.0120373	0.0697123	0.0313788	0.0546789	0.115315	0.133123	0.0207227	0.0295384	0.0745835	0.00984769	0.0365352	0.0297854	0.00983425	0.0530721	0.0264714	0.0318462	0.0176813	0.0210372	0.0140112	0.0688897	0.00861353	0.0478434	0.0277054	0.00684017	0.0607677	0.0118152	0.101505	0.0160404	0.0020141	3.76266e-05	0.032919	0.0119538	0.00504594	0.015554	0.00259893	0.0444271	0.0147518	0.0339563	0.0162805	0.0643659	0.000366933	0.0153363	0.027242	0.0208748	0.00051428	0.00858778	0.117333	0.0213805	0.0171562	0.0110267	0.0251024	0.0365338	0.00392356	0.0457189	0.00886412	0.00246772	0.0884267	0.00150805	0.0354445	0.0516632	0.0488916	0.100231	0.325677	0.704691	1.41906	3.07053	9.97691	1.663256	0.0167308	0.0385719	0.00299061	0.0113389	0.00418938	0.011704	0.0163928	0.0111249	0.00377769	0.0172273	0.0039362	0.015151	0.020654	0.00792011	0.010388	0.00197841	0.0104238	0.00567033	0.0137591	0.0092371	0.0441732	0.000968793	0.00192418	0.0058634	0.00128033	0.0129244	0.00284989	0.0120905	0.0102535	0.00190757	0.0179448	0.00418536	0.0229889	0.00143893	0.0148036	0.0187874	0.0336145	0.0129216	0.0107455	0.00995362	0.00853027	0.0020527	0.00475402	0.00277642	0.00213847	0.0100259	0.00301886	0.0174832	0.00786951	0.013713	0.0289199	0.0333861	0.00519707	0.00740797	0.0187049	0.00246971	0.00916268	0.0074699	0.00246634	0.01331	0.00663877	0.00798673	0.00443431	0.00527594	0.00351389	0.0172769	0.00216019	0.0119987	0.00694826	0.00171545	0.01524	0.00296315	0.0254564	0.00402278	0.000505119	9.43642e-06	0.00825577	0.00299791	0.00126548	0.00390079	0.000651787	0.0111419	0.00369962	0.00851593	0.00408301	0.0161424	9.20236e-05	0.00384621	0.00683204	0.00523522	0.000128977	0.00215374	0.029426	0.00536202	0.00430262	0.0027654	0.00629545	0.00916234	0.000983993	0.0114659	0.00222304	0.000618881	0.0221766	0.000378205	0.00888917	0.0129567	0.0122616	3.987386
216	-2378.439	-2570.749	192.3093	0.0600393	0.08534	0.0279572	0.0212831	0.014229	0.0286849	0.0591148	0.0149225	0.0112871	0.054653	0.0065576	0.0371434	0.0711428	0.0340735	0.0181071	0.0143808	0.0173896	0.00202645	0.0128647	0.0162074	0.0824148	0.00368481	0.0339344	0.0001069	0.0381775	0.0328837	0.0113117	0.0224714	0.0326123	0.00855771	0.028452	0.0585467	0.109183	0.00746072	0.0484703	0.0257259	0.175021	0.0553058	0.02178	0.0421102	0.0420435	0.00647714	0.0221604	0.00842538	0.0237686	0.0222162	0.0112845	0.0441457	0.0262323	0.0494351	0.0917398	0.0541838	0.0113048	0.00649624	0.0527384	0.00661977	0.038632	0.0177433	0.00863495	0.0103033	0.0281022	0.002949	0.00623989	0.0110746	0.0147881	0.0614697	0.0213941	0.0118744	0.00144897	0.00969172	0.015842	0.00618337	0.0217372	0.0155725	0.00709544	0.0127315	0.00421528	0.00258617	0.00777809	0.0122241	0.00139925	0.00189929	0.00799442	0.00497185	0.0126308	0.0458777	0.00460992	0.0228308	0.02297	0.0056134	0.00882458	0.0303242	0.0484266	0.0119424	0.0119813	0.0234844	0.0202343	0.0304504	0.00775131	0.0218321	0.00122339	3.25945e-05	0.0155886	0.00105975	0.0184913	0.0122542	0.00947644	0.0862609	0.302687	0.688779	1.45185	3.30374	11.5927	1.771793	0.022408	0.0318507	0.0104342	0.00794332	0.00531056	0.0107058	0.0220629	0.00556938	0.00421258	0.0203977	0.00244744	0.0138627	0.026552	0.0127169	0.00675796	0.00536722	0.00649016	0.000756314	0.00480137	0.00604896	0.030759	0.00137525	0.012665	3.98975e-05	0.0142486	0.0122729	0.00422176	0.00838682	0.0121716	0.00319392	0.0106189	0.0218509	0.0407496	0.0027845	0.0180902	0.00960145	0.0653216	0.0206413	0.00812877	0.0157164	0.0156915	0.00241741	0.00827072	0.00314453	0.00887097	0.00829155	0.00421161	0.0164761	0.00979044	0.0184502	0.0342393	0.0202226	0.00421919	0.00242454	0.0196831	0.00247064	0.0144183	0.00662219	0.00322275	0.00384541	0.0104884	0.00110063	0.00232886	0.00413328	0.00551923	0.0229418	0.00798473	0.00443178	0.000540785	0.00361716	0.00591258	0.00230777	0.00811277	0.00581198	0.00264817	0.00475166	0.00157323	0.000965215	0.00290295	0.0045623	0.00052223	0.000708855	0.00298369	0.0018556	0.00471408	0.0171225	0.00172052	0.00852094	0.00857289	0.00209504	0.00329352	0.0113177	0.0180739	0.00445714	0.00447169	0.00876489	0.00755188	0.0113647	0.00289296	0.00814821	0.000456597	1.2165e-05	0.00581801	0.000395522	0.00690137	0.00457353	0.00353681	2.679374
252	-2413.778	-2599.322	185.5441	0.0963529	0.218879	0.0686588	0.0884527	0.0480177	0.0483612	0.0895595	0.0951567	0.0350884	0.0996255	0.018697	0.144455	0.188668	0.0960356	0.0468879	0.0703884	0.0602764	0.0233947	0.00747392	0.0647811	0.231261	0.0057976	0.0898321	0.00227089	0.0522068	0.0931192	0.0388499	0.00209219	0.115848	0.0762789	0.0821804	0.058809	0.135569	0.0964798	0.124655	0.0708828	0.0927516	0.139711	0.0513208	0.082213	0.0933658	0.0451889	0.0421125	0.0444865	0.0444885	0.0489502	0.0297045	0.0710975	0.0736899	0.149097	0.117671	0.175186	0.0117675	0.104159	0.113895	0.0533657	0.0237566	0.00437849	0.0773788	0.0494842	0.0158539	0.0268849	0.0144139	0.0101304	0.137106	0.0630659	0.0486904	0.082408	0.00940314	0.0545204	0.0310773	0.00213514	0.0145133	0.00870998	0.016271	0.00783501	0.00421942	0.0197531	0.0539417	0.0773201	0.0984351	0.109329	0.0531296	0.00659609	0.0250159	0.00313305	0.00223266	0.0286843	0.122686	0.0663962	0.0753068	0.0305385	0.0271617	0.154321	0.12104	0.0520741	0.0335666	0.0468077	0.0410543	0.0171416	0.0207275	0.021606	0.00580285	0.0999081	0.0814938	0.145328	0.0362855	0.207556	0.464477	0.787225	1.27028	2.15296	4.81799	1.136922	0.014069	0.0319596	0.0100252	0.0129154	0.0070113	0.00706146	0.013077	0.0138943	0.00512342	0.0145468	0.00273004	0.0210925	0.0275484	0.0140226	0.00684633	0.0102778	0.00880125	0.00341597	0.0010913	0.00945901	0.0337676	0.000846536	0.0131168	0.000331583	0.00762297	0.0135968	0.00567266	0.00030549	0.0169155	0.0111378	0.0119996	0.00858699	0.0197951	0.0140875	0.0182015	0.0103499	0.0135431	0.0203999	0.00749359	0.0120043	0.0136328	0.00659824	0.00614906	0.00649569	0.00649598	0.00714745	0.0043373	0.0103813	0.0107598	0.0217704	0.0171818	0.0255798	0.00171823	0.0152088	0.0166304	0.00779218	0.00346882	0.000639325	0.0112985	0.00722542	0.00231491	0.0039256	0.00210464	0.0014792	0.0200195	0.00920855	0.00710952	0.0120328	0.001373	0.00796079	0.00453775	0.000311763	0.00211916	0.00127179	0.00237581	0.00114403	0.000616098	0.00288425	0.0078763	0.0112899	0.014373	0.0159637	0.00775771	0.000963127	0.00365269	0.000457472	0.000326001	0.00418834	0.017914	0.00969483	0.0109959	0.00445907	0.00396601	0.0225331	0.0176736	0.0076036	0.00490123	0.00683462	0.00599455	0.00250294	0.00302653	0.0031548	0.000847302	0.0145881	0.0118993	0.02122	0.00529822	6.848618
