Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-2392.042	-2577.36	185.3178	1.165271	6.955328
6	-2399.302	-2588.654	189.3518	1.304017	4.669776
12	-2394.303	-2585.279	190.9761	1.720831	3.505884
18	-2391.899	-2582.869	190.9698	1.444274	3.670198
24	-2390.757	-2581.701	190.9439	1.545897	3.626315
30	-2388.37	-2579.378	191.0072	1.407728	3.669683
36	-2387.084	-2577.979	190.895	1.519916	3.669683
42	-2388.522	-2578.951	190.4288	1.423151	3.99344
48	-2394.02	-2585.433	191.413	1.581612	3.331549
54	-2386.529	-2578.172	191.6428	1.641755	3.160168
60	-2389.471	-2580.853	191.3815	1.533017	3.378574
66	-2389.232	-2580.503	191.2707	1.643872	3.378574
72	-2388.087	-2579.293	191.206	1.509761	3.494857
78	-2378.263	-2568.592	190.3289	1.404183	4.061333
84	-2375.358	-2565.264	189.9061	1.422238	4.291257
90	-2376.164	-2565.796	189.6318	1.422238	4.446124
96	-2383.329	-2573.311	189.9821	1.386989	4.268152
102	-2385.001	-2573.863	188.8617	1.41591	4.880995
108	-2388.525	-2579.061	190.5357	1.460923	3.910641
114	-2394.988	-2583.36	188.372	1.308598	5.212316
120	-2392.731	-2578.568	185.8377	1.13015	6.693792
126	-2388.445	-2574.609	186.164	1.099842	6.533667
132	-2382.798	-2567.014	184.2162	1.147319	7.556566
138	-2390.891	-2577.851	186.9605	1.351699	5.963873
144	-2407.35	-2590.068	182.7176	1.127598	8.366613
150	-2402.717	-2586.851	184.1333	0.9998521	7.679845
156	-2384.014	-2570.192	186.178	1.156977	6.495157
162	-2384.001	-2569.613	185.6119	1.229088	6.76229
168	-2392.519	-2579.823	187.304	1.325466	5.790476
174	-2395.138	-2577.976	182.8378	0.915945	8.415268
180	-2387.048	-2576.173	189.1255	1.249855	4.826505
186	-2396.207	-2581.768	185.5615	1.093154	6.862863
192	-2395.507	-2582.432	186.9249	1.179371	6.077227
198	-2395.266	-2582.796	187.5297	1.405959	5.622696
204	-2392.467	-2573.296	180.8296	1.052473	9.406772
